Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,marketcap,stock_ticker
2019-12-20,5.928805799592879,5.9850737679728425,5.90963492395464,5.959678649902344,603044000,0.0,0.0,146190916519.26562,NVDA
2019-12-23,5.988310352402158,6.020427860213431,5.935279162749056,5.945984840393066,355060000,0.0,0.0,145855007373.75586,NVDA
2019-12-24,5.9305474370803,5.95818350491916,5.896188979793248,5.941004276275635,138864000,0.0,0.0,145732834136.59277,NVDA
2019-12-26,5.944490229246525,5.983330123426846,5.925568192988482,5.955196380615234,182852000,0.0,0.0,146080966454.22656,NVDA
2019-12-27,5.970383756544764,5.983828536805573,5.871043299228462,5.897434711456299,254644000,0.0,0.0,144664072717.15137,NVDA
2019-12-30,5.875524958986173,5.880753378891753,5.752781034674183,5.784151554107666,258056000,0.0,0.0,141885236881.88965,NVDA
2019-12-31,5.748797056503775,5.867806526364148,5.729626184239047,5.8583455085754395,231004000,0.0,0.0,143705214575.4873,NVDA
2020-01-02,5.944241866657635,5.973122596740723,5.8937004702924245,5.973122596740723,237536000,0.0,0.0,146520696533.49023,NVDA
2020-01-03,5.853366289732451,5.9213362250518085,5.828468847956325,5.877516746520996,205384000,0.0,0.0,144175485039.8379,NVDA
2020-01-06,5.784152221486616,5.90739383341167,5.758010118942423,5.902165412902832,262636000,0.0,0.0,144780116823.0293,NVDA
2020-01-07,5.93054839466644,6.019432017057698,5.885484254225663,5.973620891571045,314856000,0.0,0.0,146532919705.61426,NVDA
2020-01-08,5.9693868061698465,6.026152906725841,5.929302259432144,5.984823226928711,277108000,0.0,0.0,146807712990.5039,NVDA
2020-01-09,6.071217687116209,6.123004210747144,5.996774678116534,6.050552845001221,255112000,0.0,0.0,148420060513.40918,NVDA
2020-01-10,6.157861725387557,6.188236428786935,6.068729258890578,6.082920551300049,316296000,0.0,0.0,149214040344.77637,NVDA
2020-01-13,6.16607667001545,6.298779279981802,6.143419709883386,6.273633003234863,319840000,0.0,0.0,153892216766.32617,NVDA
2020-01-14,6.230808949556906,6.2562045362392125,6.1434193157035155,6.156615257263184,359088000,0.0,0.0,151021771472.61914,NVDA
2020-01-15,6.169312988224227,6.191720636851969,6.088147589840034,6.114040851593018,263104000,0.0,0.0,149977421306.9795,NVDA
2020-01-16,6.167571771881437,6.203673045632014,6.144168295594971,6.197697639465332,284192000,0.0,0.0,152029522302.7793,NVDA
2020-01-17,6.21686677031747,6.224336144647545,6.158856006836787,6.206409931182861,253792000,0.0,0.0,152243234817.49512,NVDA
2020-01-21,6.169811242914425,6.206659492930641,6.138938397627302,6.17304801940918,217916000,0.0,0.0,151424867125.95703,NVDA
2020-01-22,6.218361543044938,6.313718240729681,6.199439505535619,6.227075576782227,239240000,0.0,0.0,152750163101.40234,NVDA
2020-01-23,6.267161087094633,6.304008868327543,6.178277461284067,6.295543670654297,244516000,0.0,0.0,154429685435.3203,NVDA
2020-01-24,6.411066887147373,6.460861771368163,6.182011274514318,6.236287593841553,373512000,0.0,0.0,152976133878.68848,NVDA
2020-01-27,5.931543329777489,6.031381926452136,5.781910327987196,5.980342388153076,470536000,0.0,0.0,146697798015.91113,NVDA
2020-01-28,6.046320084010133,6.206161085356565,5.993039591934935,6.173794746398926,310976000,0.0,0.0,151443184338.91992,NVDA
2020-01-29,6.159355519824622,6.195456791433647,6.073459358073544,6.113295555114746,258848000,0.0,0.0,149959139184.4629,NVDA
2020-01-30,6.015447700778799,6.13346135468794,5.960424872848308,6.120016574859619,290504000,0.0,0.0,150124005797.94434,NVDA
2020-01-31,6.074206276909352,6.08615708840344,5.844652966070852,5.886480331420898,370420000,0.0,0.0,144395361776.28516,NVDA
2020-02-03,5.86830413992392,6.002998867537054,5.862079898650386,5.983579158782959,255564000,0.0,0.0,146777195999.04785,NVDA
2020-02-04,6.125494861655919,6.17205297211844,6.075451137570716,6.152881622314453,271544000,0.0,0.0,150930185407.8047,NVDA
2020-02-05,6.2738820101947885,6.284090013133672,6.159852121020231,6.243258476257324,208220000,0.0,0.0,153147129623.45508,NVDA
2020-02-06,6.277617091254257,6.330150127410889,6.196451688865812,6.330150127410889,218284000,0.0,0.0,155278581815.12988,NVDA
2020-02-07,6.290065745459097,6.312224559095992,6.23852805469606,6.263923645019531,189752000,0.0,0.0,153654046210.54688,NVDA
2020-02-10,6.28657961655309,6.548001549269967,6.281600033578879,6.547255039215088,529608000,0.0,0.0,160604165273.89746,NVDA
2020-02-11,6.655559399128862,6.784527579126775,6.593564863567215,6.669750690460205,638556000,0.0,0.0,163608983583.26074,NVDA
2020-02-12,6.722532112326665,6.7919960138966236,6.68369221920946,6.7855224609375,374644000,0.0,0.0,166448865098.25,NVDA
2020-02-13,6.727511743979274,6.808925980660149,6.700124511808282,6.741703033447266,528016000,0.0,0.0,165373974547.52344,NVDA
2020-02-14,7.152011236078267,7.343969741977096,7.120640718348887,7.215001583099365,1041924000,0.0,0.0,176983987909.90723,NVDA
2020-02-18,7.11167811851028,7.4022305924625185,7.092258407848588,7.383806228637695,620164000,0.0,0.0,181124765843.35547,NVDA
2020-02-19,7.506300860949258,7.852871965438706,7.506300860949258,7.8351945877075195,694332000,0.0,0.0,192197322233.56055,NVDA
2020-02-20,7.787143623185758,7.875529094420119,7.378329120538522,7.685811519622803,810052000,0.0,0.0,188532955592.56348,NVDA
2020-02-21,7.573524178287163,7.5986704570959445,7.236662912101011,7.321562767028809,768180000,0.0,0.0,179597933738.05664,NVDA
2020-02-24,6.727014163556758,7.017815477764631,6.672489006182636,6.8039469718933105,856916000,0.0,0.0,166900818349.6377,NVDA
2020-02-25,6.879137193086345,6.941131727720052,6.422519912010936,6.524350166320801,1055496000,0.0,0.0,160042308744.73242,NVDA
2020-02-26,6.524599256478334,6.857974941154821,6.523105761219912,6.663775444030762,747732000,0.0,0.0,163462410789.11133,NVDA
2020-02-27,6.350129454669718,6.651567783713959,6.200406945031541,6.2928314208984375,906416000,0.004,0.0,154363153949.15625,NVDA
2020-02-28,6.040222775464772,6.787590098310596,6.023531712569566,6.7280497550964355,1133252000,0.0,0.0,165039059631.3252,NVDA
2020-03-02,6.898198362860819,6.9153878667245845,6.502093767772789,6.886489391326904,890744000,0.0,0.0,168925583887.77832,NVDA
2020-03-03,6.942293069763814,7.00208238017077,6.53846564504558,6.62391471862793,652792000,0.0,0.0,162484627200.08203,NVDA
2020-03-04,6.731286431328499,7.097247152116675,6.656549436564152,7.087780475616455,597408000,0.0,0.0,173863254159.63574,NVDA
2020-03-05,6.888233757672639,7.055145772386674,6.763672566846141,6.808265686035156,540328000,0.0,0.0,167006756406.98438,NVDA
2020-03-06,6.628648585621426,6.686196082699666,6.4273575513655015,6.627652168273926,515412000,0.0,0.0,162576306839.41992,NVDA
2020-03-09,5.976445044733783,6.462233811223355,5.933596255757148,6.114459037780762,614160000,0.0,0.0,149987679414.11133,NVDA
2020-03-10,6.39098529424998,6.504086971282959,6.12816158557192,6.504086971282959,580648000,0.0,0.0,159545252573.04785,NVDA
2020-03-11,6.364079640629614,6.392479669273501,6.04296103135491,6.140118598937988,499964000,0.0,0.0,150617108446.01367,NVDA
2020-03-12,5.616712520576993,5.882276948273647,5.376060423513159,5.388765811920166,816540000,0.0,0.0,132186424676.63965,NVDA
2020-03-13,5.742270514891856,6.00434726302527,5.470976550652782,5.999863147735596,634836000,0.0,0.0,147176642245.97168,NVDA
2020-03-16,5.291608521439847,5.632657421158164,4.832974297742887,4.892763614654541,726972000,0.0,0.0,120019490841.20215,NVDA
2020-03-17,5.0051179011274165,5.5021172844525434,4.758237803422589,5.412682056427002,833632000,0.0,0.0,132773090151.33105,NVDA
2020-03-18,4.9849389145608045,5.230075151876055,4.501143389974487,5.052700042724609,874268000,0.0,0.0,123942731401.28906,NVDA
2020-03-19,5.031275004707202,5.399229029490187,4.817777528434313,5.305559158325195,765512000,0.0,0.0,130145365474.60547,NVDA
2020-03-20,5.455780200105322,5.737786735612126,5.1102476647543575,5.125693321228027,804636000,0.0,0.0,125733256513.63477,NVDA
2020-03-23,5.1246956420399785,5.3930008041612485,4.945576706844187,5.298583030700684,643876000,0.0,0.0,129974241064.86914,NVDA
2020-03-24,5.704900934941794,6.294324615230471,5.6812344860071695,6.207629680633545,1101644000,0.0,0.0,152273155271.36426,NVDA
2020-03-25,6.322726496883832,6.522522679216689,6.07011639074,6.1189446449279785,793432000,0.0,0.0,150097711356.8584,NVDA
2020-03-26,6.326213064620213,6.532486635965438,6.228059077830632,6.408423900604248,696108000,0.0,0.0,157198637461.54395,NVDA
2020-03-27,6.22805998204875,6.554908638330179,6.195175832946145,6.296070575714111,638828000,0.0,0.0,154442610416.37012,NVDA
2020-03-30,6.361589336625557,6.625659418803208,6.317494661079527,6.61644172668457,602252000,0.0,0.0,162301314708.66797,NVDA
2020-03-31,6.656548685718779,6.860829401568308,6.421128152850618,6.566864967346191,949960000,0.0,0.0,161085196808.44336,NVDA
2020-04-01,6.368813824756103,6.515297621821198,6.010824893630159,6.055417537689209,656912000,0.0,0.0,148539391424.42285,NVDA
2020-04-02,6.084565101769933,6.377533175924326,6.036484758772607,6.364329814910889,675764000,0.0,0.0,156117009545.12988,NVDA
2020-04-03,6.326711293639602,6.368314681235731,5.938827985255011,6.076343536376953,663212000,0.0,0.0,149052706169.5547,NVDA
2020-04-06,6.358601069394891,6.723316488902306,6.301053562663201,6.686446189880371,727884000,0.0,0.0,164018524181.9004,NVDA
2020-04-07,6.908163247025321,6.931830176420118,6.409918504070796,6.453016757965088,784520000,0.0,0.0,158292500246.89746,NVDA
2020-04-08,6.562132613763793,6.675234293865366,6.4921291896944044,6.650321960449219,542444000,0.0,0.0,163132396838.57812,NVDA
2020-04-09,6.776128439911338,6.799047461546048,6.487644508887682,6.55067253112793,525564000,0.0,0.0,160687996350.08203,NVDA
2020-04-13,6.490884129888628,6.731287281007709,6.402445792992437,6.722568035125732,398408000,0.0,0.0,164904593041.1455,NVDA
2020-04-14,6.850865482518557,7.107959677263632,6.8232128830020775,7.0738301277160645,530948000,0.0,0.0,173521052127.4248,NVDA
2020-04-15,6.905672519109676,7.079310951372667,6.86033244153911,6.9963531494140625,366148000,0.0,0.0,171620541859.59375,NVDA
2020-04-16,7.1518056133263235,7.448759361374918,7.138602252107562,7.341636657714844,745620000,0.0,0.0,180090346274.01562,NVDA
2020-04-17,7.423845553115911,7.445270184626032,7.148316495547078,7.282344341278076,539120000,0.0,0.0,178635905759.41113,NVDA
2020-04-20,7.1557927276306055,7.3117432279629355,7.106715484736476,7.151059150695801,449388000,0.0,0.0,175415480051.23242,NVDA
2020-04-21,7.032973826525457,7.0942575263872785,6.654307711444255,6.714097023010254,735160000,0.0,0.0,164696799115.0371,NVDA
2020-04-22,6.906421010849126,7.171487545893286,6.860831940737506,7.12863826751709,483356000,0.0,0.0,174865495789.72852,NVDA
2020-04-23,7.170737771801373,7.302772312286741,7.050162266333369,7.075323581695557,424160000,0.0,0.0,173557686553.3506,NVDA
2020-04-24,7.065110901307843,7.216327799357371,6.990373901655012,7.214334964752197,352328000,0.0,0.0,176967635761.93652,NVDA
2020-04-27,7.348862479074094,7.560865618833174,7.324199127363879,7.400928974151611,479388000,0.0,0.0,181544786788.62012,NVDA
2020-04-28,7.5484083609919175,7.578303257394671,7.252949471097392,7.258430004119873,442904000,0.0,0.0,178049287071.98145,NVDA
2020-04-29,7.393205186107872,7.488120946027958,7.317970212856038,7.435307025909424,379160000,0.0,0.0,182388080393.83887,NVDA
2020-04-30,7.381247025998942,7.435306822682421,7.2673983894785215,7.281349182128906,375916000,0.0,0.0,178611494505.60938,NVDA
2020-05-01,7.083795572027107,7.1971462491981075,6.9963536482188085,7.044683456420898,342096000,0.0,0.0,172806084284.28516,NVDA
2020-05-04,6.99734970481571,7.2703880184569,6.99734970481571,7.256686210632324,317556000,0.0,0.0,178006511817.95508,NVDA
2020-05-05,7.360820104487492,7.4803987478289375,7.256686643901269,7.317721843719482,368896000,0.0,0.0,179503715889.7705,NVDA
2020-05-06,7.397192131906133,7.52349718982936,7.359325418053523,7.41861629486084,323464000,0.0,0.0,181978656763.35352,NVDA
2020-05-07,7.557873841765847,7.658270120410202,7.506554792494586,7.5949931144714355,373732000,0.0,0.0,186305180125.8252,NVDA
2020-05-08,7.666741010619211,7.7913021983633515,7.632860447380226,7.785074234008789,339216000,0.0,0.0,190967869963.7461,NVDA
2020-05-11,7.7800928726031024,8.084022521686913,7.75144385202219,8.037187576293945,469060000,0.0,0.0,197152210217.73047,NVDA
2020-05-12,8.094983023904264,8.14381080075283,7.765394104686662,7.775109767913818,493060000,0.0,0.0,190723441611.7119,NVDA
2020-05-13,7.889706007382368,8.050140600172384,7.568088914856639,7.752688884735107,625852000,0.0,0.0,190173457350.208,NVDA
2020-05-14,7.814222129191789,8.007790332103783,7.660513470552538,8.002309799194336,602312000,0.0,0.0,196296658349.9414,NVDA
2020-05-15,7.862053632879714,8.470659363681166,7.846358990487547,8.460944175720215,987660000,0.0,0.0,207546959547.41602,NVDA
2020-05-18,8.729746121431475,8.885198618538668,8.650027038349803,8.719532012939453,774460000,0.0,0.0,213890119161.3047,NVDA
2020-05-19,8.759393818345524,9.05560019018942,8.731990198267527,8.774590492248535,717320000,0.0,0.0,215240703651.70898,NVDA
2020-05-20,8.959438038514852,9.01125554257898,8.857546879558694,8.938511848449707,587536000,0.0,0.0,219261694498.3418,NVDA
2020-05-21,9.019726922597014,9.02072286491812,8.706829024647714,8.744446754455566,761068000,0.0,0.0,214501277767.50586,NVDA
2020-05-22,8.79426850330214,9.061079300446666,8.682662167514776,8.994563102722168,1038764000,0.0,0.0,220636631758.4707,NVDA
2020-05-26,9.12460521921978,9.149518027635866,8.64155712540056,8.687146186828613,770780000,0.0,0.0,213095694850.95117,NVDA
2020-05-27,8.59472161805979,8.602443970446304,7.96867699131122,8.495322227478027,1175892000,0.0,0.0,208390253152.63477,NVDA
2020-05-28,8.382719185209487,8.729747075354428,8.349835036086796,8.457207679748535,734896000,0.0,0.0,207455303301.70898,NVDA
2020-05-29,8.524469924472974,8.844343185424805,8.4552139275713,8.844343185424805,745256000,0.0,0.0,216951737206.39453,NVDA
2020-06-01,8.802239997637654,8.809713363998814,8.658994456981928,8.775334358215332,389876000,0.0,0.0,215258950683.7793,NVDA
2020-06-02,8.765371081704798,8.806226565688172,8.627606058999254,8.794268608093262,391320000,0.0,0.0,215723407830.86133,NVDA
2020-06-03,8.791282501505071,8.835127725785343,8.669461068484637,8.738717079162598,365440000,0.0,0.0,214360728833.30273,NVDA
2020-06-04,8.70132767703539,8.915919906913846,8.650982084322951,8.739710807800293,424280000,0.004,0.0,214385104996.6582,NVDA
2020-06-05,8.767624996020523,8.969505562227825,8.681389166410213,8.892741203308105,481748000,0.0,0.0,218138940578.87695,NVDA
2020-06-08,8.850123888483017,8.862585502619897,8.659209335807807,8.778095245361328,387736000,0.0,0.0,215326675245.1172,NVDA
2020-06-09,8.773111506912173,9.08191466030115,8.724510540167083,9.018359184265137,468488000,0.0,0.0,221220349635.67383,NVDA
2020-06-10,9.139734894201169,9.470969223505914,9.125527687363983,9.338126182556152,632180000,0.0,0.0,229064234062.82227,NVDA
2020-06-11,9.122040323820592,9.23295030550118,8.759153215638882,8.76937198638916,583652000,0.0,0.0,215112693703.64648,NVDA
2020-06-12,9.134502454472331,9.159176582301265,8.676655339676776,8.905204772949219,570908000,0.0,0.0,218444671940.57812,NVDA
2020-06-15,8.788314480221782,9.154192700766936,8.71703218010471,9.145718574523926,400004000,0.0,0.0,224344475462.41992,NVDA
2020-06-16,9.196813182392598,9.238435568678833,8.811742883682134,9.040790557861328,535716000,0.0,0.0,221770591227.1172,NVDA
2020-06-17,9.085900044945621,9.270583276176703,9.042532077659601,9.207776069641113,408304000,0.0,0.0,225866745809.70117,NVDA
2020-06-18,9.19880596546937,9.254136408595258,9.086649533354702,9.189833641052246,254408000,0.0,0.0,225426618038.7129,NVDA
2020-06-19,9.21425826501073,9.416138883146372,9.199054658629302,9.232950210571289,524160000,0.0,0.0,226484267483.4961,NVDA
2020-06-22,9.27158216089918,9.502125339643413,9.244913338079536,9.497638702392578,398468000,0.0,0.0,232977076153.9922,NVDA
2020-06-23,9.521814712243913,9.613035397697852,9.378753827984658,9.421123504638672,375108000,0.0,0.0,231100158362.8828,NVDA
2020-06-24,9.4472938796447,9.527299403954324,9.116557665144622,9.207280158996582,449372000,0.0,0.0,225854581121.6543,NVDA
2020-06-25,9.327163813045088,9.475957813659912,9.154193877301614,9.461003303527832,376072000,0.0,0.0,232078409824.5293,NVDA
2020-06-26,9.470969705031807,9.470969705031807,9.097115637727919,9.127023696899414,592084000,0.0,0.0,223885890116.6836,NVDA
2020-06-29,9.14172833464436,9.176372126758265,8.872802071551263,9.17188549041748,342248000,0.0,0.0,224986349905.93945,NVDA
2020-06-30,9.285538461883792,9.497139626164774,9.238183954383151,9.468727111816406,367892000,0.0,0.0,232267874840.85938,NVDA
2020-07-01,9.491656911681465,9.54648914908464,9.3842362307486,9.50087833404541,326648000,0.0,0.0,233056544318.02148,NVDA
2020-07-02,9.609545028407172,9.70774428255045,9.548980660994857,9.582877159118652,364056000,0.0,0.0,235067975486.57227,NVDA
2020-07-06,9.711981210487474,9.87847071424308,9.682820447263435,9.809183120727539,315892000,0.0,0.0,240619260695.8711,NVDA
2020-07-07,9.91585759624284,10.039229192012268,9.82064941945047,9.841585159301758,357800000,0.0,0.0,241414082697.94922,NVDA
2020-07-08,9.963209318739697,10.193753393209201,9.935045907653045,10.18478012084961,365480000,0.0,0.0,249832655060.78906,NVDA
2020-07-09,10.348529389649766,10.537699258848898,10.20222738830033,10.476885795593262,494548000,0.0,0.0,256998007224.86133,NVDA
2020-07-10,10.556394726916787,10.622691239389818,10.347036368346966,10.447229385375977,497676000,0.0,0.0,256270535486.02734,NVDA
2020-07-13,10.562626886289951,10.759273596592347,9.99436789400191,10.02153491973877,457076000,0.0,0.0,245828250298.43555,NVDA
2020-07-14,10.044215757117096,10.37096452592724,9.755600085424362,10.345293045043945,542676000,0.0,0.0,253770037070.73047,NVDA
2020-07-15,10.382427040624423,10.40111898472608,10.025022047390701,10.195998191833496,403984000,0.0,0.0,250107834340.5879,NVDA
2020-07-16,9.984397596320317,10.17556124161924,9.865262591674128,10.103781700134277,344964000,0.0,0.0,247845763811.00977,NVDA
2020-07-17,10.194254017049998,10.217183500096056,10.05692526717831,10.170327186584473,266284000,0.0,0.0,249478124585.11523,NVDA
2020-07-20,10.242854862558769,10.499069513678942,10.125713604691088,10.478631973266602,284852000,0.0,0.0,257040840962.96484,NVDA
2020-07-21,10.480874859118133,10.527732123063934,10.255316517698978,10.2969388961792,277036000,0.0,0.0,252583909805.26758,NVDA
2020-07-22,10.335819530673259,10.570101080679445,10.26005155679548,10.406851768493652,367292000,0.0,0.0,255280072549.07227,NVDA
2020-07-23,10.418067817635334,10.514771537108272,10.000597579245653,10.098796844482422,411660000,0.0,0.0,247723485302.5078,NVDA
2020-07-24,9.84482361445233,10.333076927248028,9.747123512370925,10.163347244262695,473292000,0.0,0.0,249306906600.85547,NVDA
2020-07-27,10.200984350488271,10.40984355929514,10.186528040878171,10.389656066894531,292132000,0.0,0.0,254858261991.04688,NVDA
2020-07-28,10.342550616190142,10.350276493960907,10.178054831977866,10.184285163879395,271636000,0.0,0.0,249820513766.37305,NVDA
2020-07-29,10.358999731706955,10.48411597738085,10.315383605302735,10.433521270751953,284508000,0.0,0.0,255934275436.0547,NVDA
2020-07-30,10.343297742611451,10.590540088588947,10.263791368994289,10.581567764282227,308880000,0.0,0.0,259565855903.40234,NVDA
2020-07-31,10.53097248905425,10.733602320014862,10.40112050418578,10.582315444946289,386080000,0.0,0.0,259584196509.9961,NVDA
2020-08-03,10.699702278097611,11.064833080767748,10.682504932088468,10.976603507995605,412720000,0.0,0.0,269256082646.12695,NVDA
2020-08-04,11.016233964990002,11.193440437316895,10.872673942192987,11.193440437316895,310336000,0.0,0.0,274575092494.62305,NVDA
2020-08-05,11.209641435269043,11.337000506312048,11.132128815471923,11.252260208129883,249924000,0.0,0.0,276017941465.1367,NVDA
2020-08-06,11.315066661634836,11.323291686827082,11.144589680115846,11.300860404968262,244316000,0.0,0.0,277210104287.3613,NVDA
2020-08-07,11.277932100381767,11.469594888071807,11.00377280531743,11.165277481079102,342516000,0.0,0.0,273884255181.71484,NVDA
2020-08-10,11.299616528626064,11.37338981451532,10.82332560725959,11.13088321685791,427796000,0.0,0.0,273040563884.77148,NVDA
2020-08-11,11.039913288081099,11.10272146617609,10.762762849132207,10.816847801208496,354512000,0.0,0.0,265337275179.0879,NVDA
2020-08-12,10.957165961035583,11.431960383305524,10.924765004824456,11.405292510986328,464412000,0.0,0.0,279771823834.6172,NVDA
2020-08-13,11.510718321174432,11.685932010636439,11.321050224909538,11.40803337097168,374460000,0.0,0.0,279839057129.70703,NVDA
2020-08-14,11.49476808552307,11.668984437690037,11.40554209104693,11.528664588928223,366436000,0.0,0.0,282798140890.74023,NVDA
2020-08-17,11.815033446373869,12.371827014571204,11.78113790225932,12.299299240112305,621300000,0.0,0.0,301701808785.64453,NVDA
2020-08-18,12.411955455348,12.457815369044587,12.04931748660666,12.223283767700195,503448000,0.0,0.0,299837149257.10547,NVDA
2020-08-19,12.258924222738274,12.277367066231273,12.061030173188671,12.101407051086426,622624000,0.0,0.0,296847513414.1699,NVDA
2020-08-20,11.938407795618815,12.33718511603509,11.842451378957316,12.103899955749512,921388000,0.0,0.0,296908664365.2363,NVDA
2020-08-21,12.164465493219824,12.769611061975862,12.15798511156706,12.644743919372559,999868000,0.0,0.0,310175566723.68164,NVDA
2020-08-24,12.844378558186362,12.873041119502513,12.46927807295142,12.681378364562988,490564000,0.0,0.0,311074209659.5137,NVDA
2020-08-25,12.592155530885066,12.722256618944812,12.535329538790393,12.711041450500488,289076000,0.0,0.0,311801845153.7637,NVDA
2020-08-26,12.760140318615091,12.82917882510753,12.639011558263789,12.733970642089844,321244000,0.0,0.0,312364298220.5156,NVDA
2020-08-27,12.742442083715122,12.810733278244472,12.528098929799176,12.58966064453125,317604000,0.0,0.0,308824373998.875,NVDA
2020-08-28,12.636269329010835,13.107823562058849,12.603868372698345,13.107574462890625,537160000,0.0,0.0,321528799896.9375,NVDA
2020-08-31,13.14246786544176,13.533519347175629,12.997911429235785,13.333632469177246,500840000,0.0,0.0,327074002762.2129,NVDA
2020-09-01,13.442827241302926,13.955160605943378,13.399447249690905,13.78288745880127,511316000,0.004,0.0,338094227600.18555,NVDA
2020-09-02,14.663204227755593,14.68614152069257,13.861670521551382,14.306940078735352,874012000,0.0,0.0,350949238300.08984,NVDA
2020-09-03,13.79061753387174,13.846213699367821,12.843237304126912,12.979610443115234,945128000,0.0,0.0,318389842508.22656,NVDA
2020-09-04,12.748498688044476,13.138670433931722,11.672474484792053,12.58769416809082,1463684000,0.0,0.0,308776136332.04297,NVDA
2020-09-08,11.702142821964078,12.51539439320122,11.671976637586239,11.88015079498291,795728000,0.0,0.0,291420097480.2715,NVDA
2020-09-09,12.365806401792822,12.773928146414011,12.19802027043099,12.679938316345215,736200000,0.0,0.0,311038885276.916,NVDA
2020-09-10,12.953434126786108,13.02922478035811,12.13345100194859,12.277802467346191,698684000,0.0,0.0,301174492952.44336,NVDA
2020-09-11,12.451072570627293,12.617611898930454,11.862948469800285,12.13095760345459,636928000,0.0,0.0,297572388459.9785,NVDA
2020-09-14,13.044930869572598,13.278284893995988,12.596421060324383,12.836755752563477,1201744000,0.0,0.0,314885616967.27734,NVDA
2020-09-15,13.243380919110498,13.26207940730333,12.792378443456753,12.955178260803223,727556000,0.0,0.0,317790521079.24023,NVDA
2020-09-16,12.921520054196883,13.056646367596503,12.479243438142072,12.47999095916748,556384000,0.0,0.0,306134176630.93945,NVDA
2020-09-17,12.098795678862746,12.555034598935036,12.001564683055761,12.429132461547852,792512000,0.0,0.0,304886617690.83984,NVDA
2020-09-18,12.559022326858146,12.597665168145,11.955691090436508,12.155637741088867,698460000,0.0,0.0,298177792232.9883,NVDA
2020-09-21,11.892117894597584,12.487970180868365,11.871674239213789,12.482734680175781,721044000,0.0,0.0,306201480106.9219,NVDA
2020-09-22,12.540325575860342,12.613124240422767,12.121982903849707,12.60290241241455,646452000,0.0,0.0,309149194563.3574,NVDA
2020-09-23,12.540823777534749,12.691906730504218,12.045942939108283,12.090319633483887,647012000,0.0,0.0,296575539061.7988,NVDA
2020-09-24,12.038961697695349,12.53484015832891,11.980871893291283,12.313950538635254,731240000,0.0,0.0,302061205136.5371,NVDA
2020-09-25,12.413176968116055,12.847974594032577,12.211983479870444,12.838251113891602,588016000,0.0,0.0,314922298180.46484,NVDA
